-37.5,-21.09,-138.47,-141.71,-95.95,-62.03,-49.43,-99.9,-49.02,-41.29,-21.16,39.72,0.92,-77.36,-59.93,-42.5,-48.14,-32.24,-53.55,-42.19,-30.83,-19.47,-63.39,-54.62,-45.84,-37.06,-28.28,-27.39,-77.47,-72.66,-67.86,-129.75,-127.15,-124.54,-121.94,-119.33,-116.73,-114.12,-111.52,-108.91
-31.5,-65.62,-17.99,-71.57,-77.33,-96.88,-54.39,-48.91,-109.96,-65.71,-64.33,-48.82,15.47,-33.91,174.2,95.07,277.56,90.37,128.62,115.94,140.46,276.03,207.74,175.24,143.4,162.04,180.68,199.32,214.37,172.3,54.83,65.21,-12.11,-4.52,3.07,10.66,18.25,25.84,33.44,41.03
-25.5,13.07,17.24,-22.15,-100.86,-71.35,-34.53,-3.82,-34.54,-42.45,-115.92,-77.42,-68.69,-57.29,-48.35,233.17,122.08,123.63,85.68,122.55,103.4,126,147.15,121.21,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5,-167.5
-21,9.45,45.14,39.39,-84.6,-72.37,-81.93,-58.82,9.16,-16.42,-27.39,-110.47,-68.69,-59.95,-48.35,-39.41,275.62,149.08,154.2,112.28,149.69,126,148.59,169.68,141.56,86.38,165.94,182.36,198.78,215.2,224.7,176.23,47.52,55.67,43.87,51.44,59.01,66.58,74.14,81.71
-19.5,-35.02,-13.54,7.94,-73.94,-58.68,-62.7,-58.51,-15.28,26.54,-12.16,-75.2,-105.01,-78.42,-71.22,-39.41,-30.47,285.78,149.94,339.09,285.15,317.13,293.75,220.75,247.84,161.92,101.94,182.36,198.78,215.2,231.62,239.46,188.9,55.67,63.83,51.44,59.01,66.58,74.14,81.71
-15,-35.99,-18.48,-0.97,27.24,-92.92,-85.41,-77.89,-85.34,-76.06,-36.5,-75.2,-66.27,39.38,-71.22,-64.02,-56.83,-49.63,324.11,175.41,333.79,301.84,333.1,276.58,243.69,270.96,239.5,175.32,198.78,215.2,231.62,248.04,254.22,201.57,63.83,71.99,59.01,66.58,74.14,81.71
-15,7.32,-65.62,-52.42,-39.23,-19.48,-85.31,-77.78,-85.34,-79.88,-65.06,44.95,-66.27,-57.33,97.89,-64.02,-56.83,-49.63,-42.43,-152.34,-149.28,-146.22,-143.16,-140.1,-36.25,-28.86,-21.47,-14.09,-96.65,-94.06,-91.48,-88.9,-86.31,268.97,214.24,71.99,80.14,66.58,74.14,81.71
-15,7.32,-17.51,-52.42,-39.23,-26.04,-73.37,-77.78,-70.25,-79.88,-74.42,-71.72,46.1,64.9,83.7,114.64,-10.09,2.81,15.71,28.62,41.52,5.58,16.09,26.59,37.1,-20.94,-13.24,-5.54,2.17,-94.06,-91.48,-88.9,-86.31,-83.73,283.73,226.91,80.14,88.3,74.14,81.71
-16.5,6.88,27.45,-2.77,-43.58,-95.04,-87.95,10.74,-70.25,-62.72,-74.42,-68.97,-62.47,65.17,83.99,102.81,131.38,3.17,16.09,29.01,41.52,54.42,16.09,26.59,37.1,47.6,-13.24,-5.54,2.17,9.87,-91.48,-88.9,-86.31,-83.73,-81.14,213.08,151.68,88.3,96.46,86.71
-15,5.61,22.24,43.77,6.75,-40.27,-9.81,-6.54,25.63,-79.88,-74.42,-68.97,-63.51,-78.46,-71.27,-64.07,-56.88,148.12,-72.26,-66.81,-61.35,-55.89,-50.43,-98.6,-95.54,-92.48,-89.42,-86.36,-83.3,-80.24,-77.18,-88.9,-86.31,-83.73,-81.14,-78.56,419.8,361.8,324.32,338.55
-13.5,-37.77,25.05,44.26,63.51,-40.27,-30.22,-11.14,-12.01,-83.7,-81.08,-76.29,-71.5,-66.7,-61.91,-80.39,-74.28,-68.18,109.51,-87.48,-83.11,-78.74,-74.37,-70,-121.65,-119.68,-117.71,-115.73,-113.76,-111.79,-109.82,-107.84,-105.87,-103.9,-101.92,-99.95,-97.98,-96.01,399,338.55
-13.5,5,-24.29,43.2,63.51,82.76,-24.41,-13.14,-88.73,-83.7,-78.66,-73.63,-68.6,-63.56,-58.53,-53.5,-74.28,-68.18,-62.07,123.1,-83.11,-78.74,-74.37,-70,-65.63,-119.68,-117.71,-115.73,-113.76,-111.79,-109.82,-107.84,-105.87,-103.9,-101.92,-99.95,-97.98,-96.01,-94.03,424.16
-13.5,5.4,24.3,43.2,62.1,74.4,100.61,-13.14,-1.88,-83.7,-78.66,-73.63,-68.6,-63.56,-58.53,-53.5,-48.46,-68.18,-62.07,-55.96,96.36,-78.74,-74.37,-70,-65.63,-61.26,-117.71,-115.73,-113.76,-111.79,-109.82,-107.84,-105.87,-103.9,-101.92,-99.95,-97.98,-96.01,-94.03,-92.06
-12,4.68,21.36,38.04,-3.7,8,11.47,119.62,-19.55,-10.68,-101.13,-98.5,-95.86,-93.22,-90.58,-87.95,-85.31,-82.67,-62.07,-55.96,-49.86,107.85,-74.37,-70,-65.63,-61.26,-56.89,-115.73,-113.76,-111.79,-109.82,-107.84,-105.87,-103.9,-101.92,-99.95,-97.98,-96.01,-94.03,-92.06
-9,-39.2,-29.4,-19.6,-64.89,-59.24,-53.58,-47.93,45.56,-2.42,7.37,17.16,-96.38,-93.78,-91.19,-88.6,-86,-83.41,-80.82,-78.22,-75.63,-73.03,-70.44,-67.85,-65.25,-62.66,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126
-7.5,2.95,-31.05,-22.83,-14.6,-58.9,-53.18,-47.46,-41.74,67.48,107.27,123.34,-95.57,-92.91,-90.25,-87.59,-84.93,-82.27,-79.61,-76.94,-74.28,-71.62,-80.09,-77.93,-75.78,-73.62,-71.46,-69.31,-67.15,-65,-62.84,-60.69,-58.53,-56.38,-126,-126,-126,-126,-126,-126
-6,-40.84,13.74,-22.83,-14.6,-70.8,-67.76,-64.72,-61.68,35.56,44.95,54.35,63.74,73.14,82.53,25.86,33.52,41.18,48.84,47.31,54.49,-14.83,-9.39,-57.58,-54.54,-51.5,-48.46,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,2.23,13.74,24.36,-14.6,-6.38,-67.76,-64.72,-61.68,-58.64,44.95,54.35,63.74,73.14,82.53,91.93,25.79,32.96,40.14,47.31,54.49,61.66,-9.39,-3.95,-54.54,-51.5,-48.46,-45.42,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,-40.56,-35.13,-29.69,-73.84,-70.8,-67.76,-64.72,-61.68,-58.64,-55.6,54.35,63.74,73.14,82.53,91.93,101.32,32.96,40.14,47.31,54.49,61.66,68.84,-3.95,1.48,-51.5,-48.46,-45.42,-42.38,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,1.99,-35.13,-29.69,-24.25,-70.8,-67.76,-64.72,-61.68,-58.64,-55.6,-52.56,-22.26,-16.82,-11.38,-5.95,-0.51,4.93,10.36,15.8,21.24,61.66,68.84,76.01,1.48,6.92,-48.46,-45.42,-42.38,-39.34,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,2.23,11.48,-29.69,-24.25,-18.82,-67.76,-64.72,-61.68,-58.64,-55.6,-52.56,-49.52,-16.82,-11.38,-5.95,-0.51,4.93,10.36,15.8,21.24,26.67,68.84,76.01,83.19,6.92,12.36,-45.42,-42.38,-39.34,-36.3,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,2.23,10.45,20.97,-24.25,-18.82,-13.38,-64.72,-61.68,-58.64,-55.6,-52.56,-49.52,-46.48,-11.38,-5.95,-0.51,4.93,10.36,15.8,21.24,26.67,32.11,76.01,83.19,90.36,12.36,172.59,116.72,124.07,131.42,138.76,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,2.23,10.45,18.68,29.11,-20.43,-15.32,-10.2,-3.91,1.35,6.61,11.87,17.13,-46.48,-43.44,-40.4,-37.36,-34.32,-31.28,-28.24,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,2.23,10.45,18.68,26.9,38.26,-15.32,-10.2,-5.09,1.35,6.61,11.87,17.13,22.39,-43.44,-40.4,-37.36,-34.32,-31.28,-28.24,-25.2,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-6,2.23,10.45,18.38,26.51,31.59,49.96,-10.57,-5.51,-0.45,4.61,9.67,14.73,19.79,24.85,29.91,69.01,-1.47,3.59,8.66,13.72,18.78,23.84,28.9,33.96,-19.4,-16.74,-14.07,-11.41,-8.74,-6.08,-3.42,134.08,141.05,148.02,154.99,-84.5,-84.5,-84.5,-84.5
-7.5,1.71,10.92,20.13,26.51,34.63,39.11,59.64,-5.51,-0.45,4.61,9.67,14.73,19.79,24.85,29.91,34.97,76.29,3.59,8.66,13.72,18.78,23.84,28.9,33.96,39.02,-16.74,-14.07,-11.41,-8.74,-6.08,-3.42,-0.75,141.05,148.02,154.99,161.96,-84.5,-84.5,-84.5
-7.5,1.86,11.22,20.58,29.93,34.63,42.76,46.63,70.41,-2.04,2.85,7.73,12.62,17.5,22.39,-46.04,-43.38,-40.71,-38.05,-35.38,-32.72,-30.06,-27.39,-24.73,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-7.5,1.86,11.22,20.58,29.93,39.29,-16.45,-11.53,54.15,80.15,2.85,7.73,12.62,17.5,22.39,27.27,-43.38,-40.71,-38.05,-35.38,-32.72,-30.06,-27.39,-24.73,-22.06,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5,-84.5
-7.5,1.86,11.22,20.58,29.93,39.29,48.65,-11.53,-6.6,61.67,89.89,-10.83,-7.77,-4.71,-1.65,1.41,4.47,7.53,38.73,51.8,56.94,62.09,67.24,72.39,77.53,82.68,35.08,38.14,41.2,44.26,47.32,50.38,53.45,56.51,59.57,62.63,65.69,68.75,71.81,74.87
-6,1.04,8.08,15.12,22.15,-20.67,-15.61,-10.54,-5.48,-0.41,69.18,10.34,-7.77,-4.71,-1.65,1.41,4.47,7.53,10.59,43.44,56.94,62.09,67.24,72.39,77.53,82.68,87.83,38.14,41.2,44.26,47.32,50.38,53.45,56.51,59.57,62.63,65.69,68.75,71.81,74.87
